feature_id,name,type,action,tags_added,tags_removed,tags_modified,changeset_id,date,user,user_id,new_tags,old_tags,geometry_changed,new_geometry,old_geometry,viewOSM
1091877758,-,way,modify,-,-,-,136483088,2023-05-24T06:43:01Z,marek kleciak,338611,"{'highway': 'primary', 'oneway': 'yes'}","{'highway': 'primary', 'oneway': 'yes'}",Yes,"[{""geometry"": {""coordinates"": [[85.284172, 27.689422], [85.284384, 27.689218], [85.284571, 27.689066], [85.284735, 27.688948], [85.284851, 27.688869], [85.284977, 27.688801], [85.285189, 27.688714], [85.285403, 27.68865], [85.285767, 27.688586]], ""type"": ""LineString""}, ""properties"": {}, ""type"": ""Feature""}]","[{""geometry"": {""coordinates"": [[85.284172, 27.689422], [85.284384, 27.689218], [85.284571, 27.689066], [85.284742, 27.68895], [85.28497, 27.688801], [85.285189, 27.688714], [85.285403, 27.68865], [85.285767, 27.688586]], ""type"": ""LineString""}, ""properties"": {}, ""type"": ""Feature""}]",https://www.openstreetmap.org/way/1091877758
777629763,-,way,modify,-,-,-,136480295,2023-05-24T05:13:23Z,marek kleciak,338611,"{'highway': 'primary', 'oneway': 'yes'}","{'highway': 'primary', 'oneway': 'yes'}",Yes,"[{""geometry"": {""coordinates"": [[85.297491, 27.684759], [85.297279, 27.684771], [85.295596, 27.68497], [85.295493, 27.684982], [85.294228, 27.685119], [85.293936, 27.685169], [85.29364, 27.685246], [85.293348, 27.685374], [85.293063, 27.685516], [85.292852, 27.68565], [85.291911, 27.686366], [85.290886, 27.687159], [85.290689, 27.687294], [85.290509, 27.687402], [85.290297, 27.687515], [85.290087, 27.687597], [85.28988, 27.687666], [85.289616, 27.687737], [85.288943, 27.687852], [85.287544, 27.688066], [85.287229, 27.688111], [85.286588, 27.688209], [85.285703, 27.688336], [85.285308, 27.688395], [85.284955, 27.688493], [85.284762, 27.688583], [85.284726, 27.688601]], ""type"": ""LineString""}, ""properties"": {}, ""type"": ""Feature""}]","[{""geometry"": {""coordinates"": [[85.29752, 27.684836], [85.297288, 27.68487], [85.295498, 27.685077], [85.294747, 27.685147], [85.293926, 27.68529], [85.293505, 27.685426], [85.293096, 27.685598], [85.292874, 27.685754], [85.291981, 27.686432], [85.290941, 27.687211], [85.290671, 27.687418], [85.290329, 27.687602], [85.289927, 27.687769], [85.289412, 27.687889], [85.288825, 27.687978], [85.288246, 27.688071], [85.287261, 27.688208], [85.286658, 27.688312], [85.286035, 27.688415], [85.285036, 27.688586], [85.284805, 27.688699]], ""type"": ""LineString""}, ""properties"": {}, ""type"": ""Feature""}]",https://www.openstreetmap.org/way/777629763
908522480,-,way,modify,-,-,-,136480295,2023-05-24T05:13:23Z,marek kleciak,338611,"{'highway': 'primary', 'oneway': 'yes'}","{'highway': 'primary', 'oneway': 'yes'}",Yes,"[{""geometry"": {""coordinates"": [[85.285767, 27.688586], [85.286343, 27.688508], [85.287885, 27.688296], [85.288936, 27.688138], [85.289377, 27.688072], [85.289665, 27.688014], [85.28985, 27.687967], [85.290045, 27.687911], [85.290265, 27.687838], [85.290414, 27.687781], [85.290607, 27.687684], [85.290854, 27.687532], [85.291223, 27.687253], [85.292037, 27.686615], [85.293027, 27.685861], [85.293214, 27.685744], [85.293605, 27.68555]], ""type"": ""LineString""}, ""properties"": {}, ""type"": ""Feature""}]","[{""geometry"": {""coordinates"": [[85.285865, 27.688691], [85.286303, 27.68863], [85.286477, 27.688593], [85.287131, 27.688494], [85.288147, 27.688346], [85.288291, 27.688322], [85.289367, 27.688167], [85.289918, 27.688069], [85.290079, 27.688036], [85.290473, 27.687857], [85.290782, 27.687686], [85.290967, 27.687537], [85.291498, 27.687152], [85.292196, 27.686633], [85.292601, 27.686311], [85.293078, 27.685923], [85.293605, 27.68555]], ""type"": ""LineString""}, ""properties"": {}, ""type"": ""Feature""}]",https://www.openstreetmap.org/way/908522480
1091877760,-,way,modify,-,-,-,136480295,2023-05-24T05:13:23Z,marek kleciak,338611,"{'highway': 'primary', 'oneway': 'yes'}","{'highway': 'primary', 'oneway': 'yes'}",Yes,"[{""geometry"": {""coordinates"": [[85.284726, 27.688601], [85.284424, 27.688807], [85.284179, 27.689025], [85.284034, 27.689199], [85.283916, 27.68937]], ""type"": ""LineString""}, ""properties"": {}, ""type"": ""Feature""}]","[{""geometry"": {""coordinates"": [[85.284805, 27.688699], [85.284358, 27.688971], [85.283981, 27.689403]], ""type"": ""LineString""}, ""properties"": {}, ""type"": ""Feature""}]",https://www.openstreetmap.org/way/1091877760
1091877762,-,way,modify,-,-,-,136480295,2023-05-24T05:13:23Z,marek kleciak,338611,"{'highway': 'primary', 'oneway': 'yes'}","{'highway': 'primary', 'oneway': 'yes'}",Yes,"[{""geometry"": {""coordinates"": [[85.293605, 27.68555], [85.293976, 27.685435], [85.294092, 27.685401], [85.294534, 27.685343], [85.295428, 27.685242]], ""type"": ""LineString""}, ""properties"": {}, ""type"": ""Feature""}]","[{""geometry"": {""coordinates"": [[85.293605, 27.68555], [85.293976, 27.685435], [85.294719, 27.685327], [85.295428, 27.685242]], ""type"": ""LineString""}, ""properties"": {}, ""type"": ""Feature""}]",https://www.openstreetmap.org/way/1091877762
1091877763,-,way,modify,-,-,-,136480295,2023-05-24T05:13:23Z,marek kleciak,338611,"{'highway': 'primary', 'oneway': 'yes'}","{'highway': 'primary', 'oneway': 'yes'}",Yes,"[{""geometry"": {""coordinates"": [[85.295428, 27.685242], [85.296383, 27.685133]], ""type"": ""LineString""}, ""properties"": {}, ""type"": ""Feature""}]","[{""geometry"": {""coordinates"": [[85.295428, 27.685242], [85.296352, 27.685159], [85.29685, 27.685103]], ""type"": ""LineString""}, ""properties"": {}, ""type"": ""Feature""}]",https://www.openstreetmap.org/way/1091877763
751465454,-,way,modify,-,-,-,136474178,2023-05-23T21:59:08Z,Heinz_V,91490,"{'highway': 'primary', 'oneway': 'yes'}","{'highway': 'primary', 'oneway': 'yes'}",Yes,"[{""geometry"": {""coordinates"": [[85.320876, 27.659208], [85.320226, 27.659696], [85.319565, 27.66024], [85.319088, 27.660641], [85.318811, 27.660856], [85.318549, 27.661055], [85.318156, 27.661297], [85.317792, 27.661567], [85.317505, 27.661797], [85.317575, 27.661862], [85.317304, 27.662084], [85.31722, 27.662148], [85.31693, 27.662344], [85.316618, 27.662615], [85.316363, 27.662829], [85.3161, 27.66307], [85.315495, 27.663534], [85.314745, 27.664128], [85.314687, 27.664189], [85.314446, 27.66438], [85.314369, 27.664458], [85.314206, 27.664586], [85.314073, 27.664685], [85.313941, 27.664789], [85.313756, 27.664918], [85.313541, 27.66505], [85.313246, 27.665162]], ""type"": ""LineString""}, ""properties"": {}, ""type"": ""Feature""}]","[{""geometry"": {""coordinates"": [[85.320876, 27.659208], [85.319543, 27.660163], [85.319109, 27.660673], [85.31885, 27.660881], [85.318586, 27.661093], [85.318156, 27.661297], [85.317792, 27.661567], [85.317505, 27.661797], [85.317575, 27.661862], [85.317304, 27.662084], [85.31722, 27.662148], [85.316983, 27.662358], [85.316659, 27.662627], [85.316397, 27.662822], [85.3161, 27.66307], [85.315495, 27.663534], [85.314745, 27.664128], [85.314687, 27.664189], [85.314446, 27.66438], [85.314369, 27.664458], [85.314206, 27.664586], [85.314073, 27.664685], [85.313941, 27.664789], [85.313756, 27.664918], [85.313541, 27.66505], [85.313246, 27.665162]], ""type"": ""LineString""}, ""properties"": {}, ""type"": ""Feature""}]",https://www.openstreetmap.org/way/751465454
1091658641,-,way,modify,-,-,-,136474178,2023-05-23T21:59:08Z,Heinz_V,91490,"{'highway': 'primary', 'lanes': '2', 'maxspeed': '50', 'oneway': 'yes', 'surface': 'asphalt'}","{'highway': 'primary', 'lanes': '2', 'maxspeed': '50', 'oneway': 'yes', 'surface': 'asphalt'}",Yes,"[{""geometry"": {""coordinates"": [[85.332245, 27.666569], [85.332186, 27.6665], [85.331812, 27.666051], [85.331395, 27.665529], [85.331202, 27.665272], [85.331053, 27.665079], [85.330886, 27.664875], [85.33036, 27.664239], [85.329939, 27.663719], [85.32939, 27.663027], [85.329097, 27.662663], [85.32896, 27.662499], [85.328572, 27.662049], [85.328451, 27.661908], [85.327788, 27.661136], [85.327196, 27.66041], [85.327094, 27.660288], [85.327019, 27.660202], [85.326897, 27.660069], [85.326821, 27.659992], [85.326698, 27.659879], [85.326604, 27.659795], [85.326454, 27.659666], [85.326354, 27.659586], [85.326259, 27.659516], [85.326084, 27.659398], [85.325899, 27.65928], [85.324804, 27.658642], [85.324695, 27.658579], [85.324398, 27.658408], [85.323768, 27.658045], [85.32373, 27.658023], [85.32363, 27.657964], [85.323505, 27.657897], [85.323435, 27.657863], [85.323362, 27.657831], [85.323287, 27.657801], [85.323211, 27.657776], [85.323134, 27.657757], [85.323059, 27.657744], [85.322985, 27.65774], [85.322917, 27.657741], [85.322799, 27.657746], [85.322702, 27.657757], [85.32266, 27.657763], [85.322586, 27.65778], [85.32252, 27.6578], [85.322458, 27.657824], [85.322396, 27.657852], [85.322363, 27.657869], [85.322293, 27.657908], [85.322214, 27.65796], [85.322171, 27.657991], [85.322073, 27.658065], [85.322019, 27.65811], [85.321894, 27.658216], [85.321203, 27.658811], [85.321018, 27.65896], [85.320842, 27.659099], [85.319936, 27.659842], [85.319492, 27.660176], [85.318704, 27.660845], [85.318156, 27.661297], [85.317792, 27.661567], [85.317505, 27.661797], [85.317575, 27.661862], [85.317304, 27.662084], [85.31722, 27.662148], [85.31693, 27.662344], [85.316618, 27.662615], [85.316363, 27.662829], [85.3161, 27.66307], [85.315495, 27.663534], [85.314745, 27.664128], [85.314687, 27.664189], [85.314446, 27.66438], [85.314369, 27.664458], [85.314206, 27.664586], [85.314073, 27.664685], [85.313941, 27.664789], [85.313756, 27.664918], [85.313541, 27.66505], [85.313246, 27.665162]], ""type"": ""LineString""}, ""properties"": {}, ""type"": ""Feature""}]","[{""geometry"": {""coordinates"": [[85.332245, 27.666569], [85.332186, 27.6665], [85.331812, 27.666051], [85.331395, 27.665529], [85.331202, 27.665272], [85.331053, 27.665079], [85.330886, 27.664875], [85.33036, 27.664239], [85.329939, 27.663719], [85.32939, 27.663027], [85.329097, 27.662663], [85.32896, 27.662499], [85.328572, 27.662049], [85.328451, 27.661908], [85.327788, 27.661136], [85.327196, 27.66041], [85.327094, 27.660288], [85.327019, 27.660202], [85.326897, 27.660069], [85.326821, 27.659992], [85.326698, 27.659879], [85.326604, 27.659795], [85.326454, 27.659666], [85.326354, 27.659586], [85.326259, 27.659516], [85.326084, 27.659398], [85.325899, 27.65928], [85.324804, 27.658642], [85.324695, 27.658579], [85.324398, 27.658408], [85.323768, 27.658045], [85.32373, 27.658023], [85.32363, 27.657964], [85.323505, 27.657897], [85.323435, 27.657863], [85.323362, 27.657831], [85.323287, 27.657801], [85.323211, 27.657776], [85.323134, 27.657757], [85.323059, 27.657744], [85.322985, 27.65774], [85.322917, 27.657741], [85.322799, 27.657746], [85.322702, 27.657757], [85.32266, 27.657763], [85.322586, 27.65778], [85.32252, 27.6578], [85.322458, 27.657824], [85.322396, 27.657852], [85.322363, 27.657869], [85.322293, 27.657908], [85.322214, 27.65796], [85.322171, 27.657991], [85.322073, 27.658065], [85.322019, 27.65811], [85.321894, 27.658216], [85.321203, 27.658811], [85.321018, 27.65896], [85.320842, 27.659099], [85.319936, 27.659842], [85.319543, 27.660163], [85.318704, 27.660845], [85.318156, 27.661297], [85.317792, 27.661567], [85.317505, 27.661797], [85.317575, 27.661862], [85.317304, 27.662084], [85.31722, 27.662148], [85.316983, 27.662358], [85.316659, 27.662627], [85.316397, 27.662822], [85.3161, 27.66307], [85.315495, 27.663534], [85.314745, 27.664128], [85.314687, 27.664189], [85.314446, 27.66438], [85.314369, 27.664458], [85.314206, 27.664586], [85.314073, 27.664685], [85.313941, 27.664789], [85.313756, 27.664918], [85.313541, 27.66505], [85.313246, 27.665162]], ""type"": ""LineString""}, ""properties"": {}, ""type"": ""Feature""}]",https://www.openstreetmap.org/way/1091658641
342998885,-,way,modify,-,-,-,136467362,2023-05-23T17:55:47Z,marek kleciak,338611,"{'highway': 'primary', 'oneway': 'yes'}","{'highway': 'primary', 'oneway': 'yes'}",Yes,"[{""geometry"": {""coordinates"": [[85.32852, 27.662417], [85.328724, 27.662659], [85.329167, 27.663215], [85.32983, 27.663999], [85.329982, 27.664191], [85.330102, 27.664331], [85.330289, 27.664561], [85.33053, 27.664863], [85.33079, 27.665175], [85.331016, 27.66545], [85.331386, 27.665896], [85.331594, 27.666157], [85.331822, 27.666427], [85.331985, 27.666626]], ""type"": ""LineString""}, ""properties"": {}, ""type"": ""Feature""}]","[{""geometry"": {""coordinates"": [[85.32848, 27.662431], [85.328659, 27.662643], [85.328755, 27.662769], [85.328867, 27.66291], [85.32978, 27.664015], [85.329921, 27.66419], [85.329958, 27.664231], [85.330076, 27.664373], [85.330101, 27.6644], [85.330197, 27.664504], [85.330306, 27.664645], [85.330543, 27.664953], [85.331007, 27.665492], [85.331249, 27.665794], [85.331531, 27.666091], [85.33181, 27.666425], [85.331985, 27.666626]], ""type"": ""LineString""}, ""properties"": {}, ""type"": ""Feature""}]",https://www.openstreetmap.org/way/342998885
1091658641,-,way,modify,"{'lanes': '2', 'maxspeed': '50', 'surface': 'asphalt'}",-,-,136467362,2023-05-23T17:55:47Z,marek kleciak,338611,"{'highway': 'primary', 'lanes': '2', 'maxspeed': '50', 'oneway': 'yes', 'surface': 'asphalt'}","{'oneway': 'yes', 'highway': 'primary'}",Yes,"[{""geometry"": {""coordinates"": [[85.332245, 27.666569], [85.332186, 27.6665], [85.331812, 27.666051], [85.331395, 27.665529], [85.331202, 27.665272], [85.331053, 27.665079], [85.330886, 27.664875], [85.33036, 27.664239], [85.329939, 27.663719], [85.32939, 27.663027], [85.329097, 27.662663], [85.32896, 27.662499], [85.328572, 27.662049], [85.328451, 27.661908], [85.327788, 27.661136], [85.327196, 27.66041], [85.327094, 27.660288], [85.327019, 27.660202], [85.326897, 27.660069], [85.326821, 27.659992], [85.326698, 27.659879], [85.326604, 27.659795], [85.326454, 27.659666], [85.326354, 27.659586], [85.326259, 27.659516], [85.326084, 27.659398], [85.325899, 27.65928], [85.324804, 27.658642], [85.324695, 27.658579], [85.324398, 27.658408], [85.323768, 27.658045], [85.32373, 27.658023], [85.32363, 27.657964], [85.323505, 27.657897], [85.323435, 27.657863], [85.323362, 27.657831], [85.323287, 27.657801], [85.323211, 27.657776], [85.323134, 27.657757], [85.323059, 27.657744], [85.322985, 27.65774], [85.322917, 27.657741], [85.322799, 27.657746], [85.322702, 27.657757], [85.32266, 27.657763], [85.322586, 27.65778], [85.32252, 27.6578], [85.322458, 27.657824], [85.322396, 27.657852], [85.322363, 27.657869], [85.322293, 27.657908], [85.322214, 27.65796], [85.322171, 27.657991], [85.322073, 27.658065], [85.322019, 27.65811], [85.321894, 27.658216], [85.321203, 27.658811], [85.321018, 27.65896], [85.320842, 27.659099], [85.319936, 27.659842], [85.319543, 27.660163], [85.318704, 27.660845], [85.318156, 27.661297], [85.317792, 27.661567], [85.317505, 27.661797], [85.317575, 27.661862], [85.317304, 27.662084], [85.31722, 27.662148], [85.316983, 27.662358], [85.316659, 27.662627], [85.316397, 27.662822], [85.3161, 27.66307], [85.315495, 27.663534], [85.314745, 27.664128], [85.314687, 27.664189], [85.314446, 27.66438], [85.314369, 27.664458], [85.314206, 27.664586], [85.314073, 27.664685], [85.313941, 27.664789], [85.313756, 27.664918], [85.313541, 27.66505], [85.313246, 27.665162]], ""type"": ""LineString""}, ""properties"": {}, ""type"": ""Feature""}]","[{""geometry"": {""coordinates"": [[85.332245, 27.666569], [85.332186, 27.6665], [85.331812, 27.666051], [85.331498, 27.665672]], ""type"": ""LineString""}, ""properties"": {}, ""type"": ""Feature""}]",https://www.openstreetmap.org/way/1091658641
